publisher,ID_Nicolas,product_url,title,title 1,title 1 1,title1.0,title1.0 2,title 2,title2,N_volume,product_id,n_reprint,price_full,price_actual,release_date,author,Disegnatore,pages,size,size 2,contents,binding,colors,isbn,genere,description,img_file,details_volume
jpop,,https://www.j-pop.it/i-am-a-hero/3549-i-am-a-hero-13.html,I am a Hero 13,I am a Hero,I am a Hero,I am a Hero,,,iamahero13,13,3549,1,5.90,5.90,,Hanazawa Kengo,,198,,,,,,9788868832803,"Seinen, Azione, Horror","Il manga horror più scioccante e originale degli ultimi anni, paragonabile, per successo e innovazione apportata al genere, allo statunitense The Walking Dead! Armato di fucile, Hideo vaga per le strade di un Giappone sempre più infernale, nel quale l'aspettativa media di vita è drasticamente calata a pochi giorni. Con lui le belle e intriganti Yabu e Hiromi, con tutti i misteri che si portano appresso...",https://www.j-pop.it/3381-thickbox_default/i-am-a-hero-13.jpg,
jpop,,https://www.j-pop.it/god-mazinger/3548-god-mazinger-001.html,God Mazinger 001,God Mazinger,God Mazinger,God Mazinger,,1,godmazinger001,1,3548,1,9.90,9.90,,Go Nagai,Go Nagai,230,,,,,,9788868831400,"Shonen, Go Nagai","La Go Nagai Collection continua a stupire, sfoderando un'opera del Maestro totalmente inedita in Italia: GOD MAZINGER! Il giovane Yamato è trasportato in un'altra dimensione, devastata dall'invasione di soldati-dinosauro. Ma, con l'aiuto della regina Aira, Yamato potrà riportare la pace, pilotando un invincibile Dio Di Pietra: Mazinger! Arriva il più epico Mazinger di Go Nagai!",https://www.j-pop.it/3380-thickbox_default/god-mazinger-001.jpg,
jpop,,https://www.j-pop.it/area-d/3546-area-d-009.html,Area D 009,Area D,Area D,Area D,,9,aread009,9,3546,1,4.40,4.40,,Kyoichi Nanatsuki,Yang Kyung-Il,192,,,,,,9788868832506,"Seinen, Azione, Fantascienza,Le uscite J-Pop e GP Manga del 3 giugno",Le uscite J-Pop e GP Manga del 3 giugno,https://www.j-pop.it/3379-thickbox_default/area-d-009.jpg,
jpop,,https://www.j-pop.it/accanto-a-te/3545-accanto-a-te-003.html,Accanto a te 003,Accanto a te,Accanto a te,Accanto a te,,3,accantoate003,3,3545,1,4.40,4.40,,Shizuki Fujisawa,,208,,,,,,9788868832780,"Shojo,Le uscite J-Pop e GP Manga del 3 giugno",Le uscite J-Pop e GP Manga del 3 giugno,https://www.j-pop.it/3378-thickbox_default/accanto-a-te-003.jpg,
jpop,,https://www.j-pop.it/sunday-without-god/3543-sunday-without-god-001.html,Sunday Without God 001,Sunday Without God,Sunday Without God,Sunday Without God,,1,sundaywithoutgod001,1,3543,1,5.90,5.90,,Kimihito Irie,"Kimihito Irie, Abaraheiki",192,,,,,,9788868833213,Shonen,"Da 15 anni, Dio ha abbandonato il mondo al suo destino. Nessuno più nasce. Nessuno più muore. Solo i Custodi delle tombe come la coraggiosa Ai possono donare l'eterno riposo a chi lo desidera. Ma come può la giovane Custode avere solo... 12 anni? Dal fortunato anime dello studio Madhouse (""Trigun""), un'intensa e commovente miniserie in quattro volumi di Kimihito Irie e Abaraheiki!",https://www.j-pop.it/3376-thickbox_default/sunday-without-god-001.jpg,
jpop,,https://www.j-pop.it/sunny/3542-sunny-002.html,Sunny 002,Sunny,Sunny,Sunny,,2,sunny002,2,3542,1,9.90,9.90,,Taiyo Matsumoto,Taiyo Matsumoto,216,,,,,,9788866344056,"Seinen, Drammatico","Per i piccoli ospiti di un orfanotrofio, una vecchia auto sconquassata è il veicolo dove poter immaginare di andare in qualsiasi luogo, dalla luna alla casa in cui prima vivevano con i genitori. Il suo nome è Sunny. Un'opera intensa e agrodolce, dall'estetica vibrante e insolita.",https://www.j-pop.it/3375-thickbox_default/sunny-002.jpg,
jpop,,https://www.j-pop.it/area-d-deluxe/3541-area-d-009-deluxe.html,Area D 009 Deluxe,Area D,Area D,Area D,,09 Deluxe,aread009deluxe,,3541,1,4.90,4.90,,Kyoichi Nanatsuki,Yang Kyung-Il,192,,,,,,9788868832513,"Seinen, Azione, Fantascienza","A causa di un misterioso fenomeno atmosferico alcuni umani sviluppano dei superpoteri. Per porre un argine al problema viene costruita l'area D, un'immensa prigione situata su un'inaccessibile isola, con lo scopo di detenere le persone “alterate”. Una storia adrenalinica dagli autori di “The Arms Peddler” e “Defense Devil”!",https://www.j-pop.it/3374-thickbox_default/area-d-009-deluxe.jpg,
jpop,,https://www.j-pop.it/getter-robot-go/3540-getter-robot-go-002.html,Getter Robot Go 002,Getter Robot Go,Getter Robot Go,Getter Robot Go,,2,getterrobotgo002,2,3540,1,9.90,9.90,,Go Nagai,[['ScrittoreGo Nagai,336,,,,,,9788868832544,"Fantascienza, Go Nagai","Un nuovo imperdibile e corposo volume della Getter Saga, generato dalla combo stellare di Nagai e Ishikawa!",https://www.j-pop.it/3373-thickbox_default/getter-robot-go-002.jpg,
jpop,,https://www.j-pop.it/emma/3539-emma-006.html,Emma 006,Emma,Emma,Emma,,6,emma006,6,3539,1,6.00,6.00,,Kaoru Mori,Kaoru Mori,192,,,,,,9788866346739,"Sentimentale, Seinen","Sullo sfondo dell'Inghilterra vittoriana, l'avvincente storia di un amore impossibile. Uno dei seinen più raffinati e apprezzati degli ultimi anni, dall'apprezzata autrice de ""I Giorni Della Sposa"", Kaoru Mori.",https://www.j-pop.it/3372-thickbox_default/emma-006.jpg,
jpop,,https://www.j-pop.it/pokemon/3538-pokemon-nero-e-bianco-08.html,Pokémon nero e bianco 08,Pokémon nero e bianco,Pokémon nero e bianco,Pokémon nero e bianco,,8,pokémonneroebianco08,8,3538,1,2.90,2.90,,"Hidenori Kusaka, Satoshi Yamamoto",,96,,,,,,9788868832773,"Azione, Shonen, Videogiochi","Rivivi a fumetti le atmosfere del videogioco record d'incassi: le atmosfere magiche della regione di Unima, il Team Plasma, i Capipalestra e i Pokémon esclusivi ti aspettano!",https://www.j-pop.it/3370-thickbox_default/pokemon-nero-e-bianco-08.jpg,
jpop,,https://www.j-pop.it/sun-ken-rock/3537-sun-ken-rock-019.html,Sun Ken Rock 019,Sun Ken Rock,Sun Ken Rock,Sun Ken Rock,,19,sunkenrock019,19,3537,1,6.00,6.00,,Boichi,Boichi,202,,,,,,9788868831028,"Seinen, Azione","Sbarcato in Corea per amore, Ken finisce per entrare in una gang locale e... ne diventa il boss! Dalla matita fatata di Boichi, un imperdibile incrocio di azione, gag e splendide ragazze!",https://www.j-pop.it/3369-thickbox_default/sun-ken-rock-019.jpg,
jpop,,https://www.j-pop.it/hyouka/3536-hyouka-002.html,Hyouka 002,Hyouka,Hyouka,Hyouka,,2,hyouka002,2,3536,1,5.90,5.90,,Honobu Yonezawa,Task Ohna,200,,,,,,9788868832612,Shonen,"Hotaro, teenager pigro e indolente, si ritrova suo malgrado ad iscriversi a un club del liceo... e a dover indagare, con una gang di nuovi amici, su un misterioso incidente avvenuto nel club stesso più di 30 anni prima!",https://www.j-pop.it/3368-thickbox_default/hyouka-002.jpg,
jpop,,https://www.j-pop.it/franken-fran/3534-franken-fran-003.html,Franken-Fran 003,Franken-Fran,Franken-Fran,Franken-Fran,,3,franken-fran003,3,3534,1,5.90,5.90,,Katsuhisa Kigitsu,Katsuhisa Kigitsu,192,,,,,,9788868833114,Seinen,"In una zona del Giappone remota e poco visitata si erge un palazzo in stile gotico. Lì, un tempo, viveva il più grande chirurgo del mondo, Naomitsu Madaraki, ma nessuno lo ha più visto da anni. Ora questa dimora ospita la figlia del professore, Fran, insieme alla “sorella minore” Veronica e a una serie di creature sinistre. Avendo ereditato lo stesso talento del padre, non c'è cosa che Fran non sia in grado di fare, sotto giusto compenso, compreso riportare alla vita i defunti...",https://www.j-pop.it/3365-thickbox_default/franken-fran-003.jpg,
jpop,,https://www.j-pop.it/kingdom/3532-kingdom-24.html,Kingdom 24,Kingdom,Kingdom,Kingdom,,,kingdom24,24,3532,1,6.90,6.90,,Yasuhisa Hara,,192,,,,,,9788868832797,"Avventura, Seinen, Storico","Prima della nascita di Cristo, prima della Roma imperiale, nella Cina si combatteva il più epico e lungo conflitto di sempre: la guerra dei 500 anni! Rivivi il periodo degli stati combattenti attraverso la saga del valoroso Xin, e la sua ascesa da umile orfano a generale nella guerra che ha unificato la Cina. In un elettrizzante susseguirsi di violenza, battaglie e mischie furiose, continua il capolavoro di Yasuhisa Hara, best seller in Giappone!",https://www.j-pop.it/3363-thickbox_default/kingdom-24.jpg,
jpop,,https://www.j-pop.it/il-conte-di-bernhardt/3531-il-conte-di-bernhardt-04.html,Il conte di Bernhardt 04,Il conte di Bernhardt,Il conte di Bernhardt,Il conte di Bernhardt,,4,ilcontedibernhardt04,4,3531,1,5.90,5.90,,"Shibata Isuzu, Seike Mimori",,192,,,,,,9788868832834,"Sentimentale, Storico","Mireille, sedici anni, è una fanciulla serena e spensierata, che sogna di vincere il primo premio come migliore panettiera della sua città. Durante l'assenza della madre, la ragazza viene portata contro la sua volontà nella dimora dei Bernhardt, la famiglia che ha adottato il fratello gemello Frédérick, e qui apprenderà una terribile verità sulle loro vite: Frédérick è scappato con la fidanzata del principe... toccherà quindi a Mireille impersonare il fratello, conte di Bernhardt, almeno finché lui non verrà ritrovato!",https://www.j-pop.it/3362-thickbox_default/il-conte-di-bernhardt-04.jpg,
jpop,,https://www.j-pop.it/flat/3530-flat-004.html,Flat 004,Flat,Flat,Flat,,4,flat004,4,3530,1,5.90,5.90,,Natsu Aogiri,,206,,,,,,9788868832841,"Sentimentale, Seinen, Drammatico","Heisuke è uno studente apatico e irresponsabile. Il suo cuginetto Aki, invece, è un bimbo che la vita ha reso da subito tranquillo, ordinato e diligente. Quando il piccolo Aki viene affidato alle cure di Heisuke, l’incontro rivoluzionerà le vite di entrambi! Uno shojo delicato e commovente.",https://www.j-pop.it/3361-thickbox_default/flat-004.jpg,
jpop,,https://www.j-pop.it/shin-mazinger-zero-vs-il-generale-oscuro/3528-shin-mazinger-zero-vs-il-generale-oscuro-001.html,Shin Mazinger Zero Vs Il Generale Oscuro 001,Shin Mazinger Zero Vs Il Generale Oscuro,Shin Mazinger Zero Vs Il Generale Oscuro,Shin Mazinger Zero Vs Il Generale Oscuro,,1,shinmazingerzerovsilgeneraleoscuro001,1,3528,1,5.90,5.90,,Go Nagai,Yuki Yogo,192,,,,,,9788866346746,"Azione, Shonen, Fantascienza, Go Nagai","Dopo il successo di SHIN MAZINGER ZERO, atterra in Italia il nuovo capitolo della più adrenalinica rivisitazione dei robot di Go Nagai: SHIN MAZINGER ZERO VS GENERALE OSCURO! La fine del mondo si avvicina: riuscirà Koji Kabuto a scongiurarla un'altra volta? E se non dovesse bastargli neppure l'aiuto di... Great Mazinger? Continua lo shock della saga che ha ridefinito il mito di Mazinger!",https://www.j-pop.it/3356-thickbox_default/shin-mazinger-zero-vs-il-generale-oscuro-001.jpg,
jpop,,https://www.j-pop.it/gundam-collection/3527-gundam-00-001.html,Gundam 00 001,Gundam,Gundam,Gundam,,0 001,gundam00001,1,3527,1,6.90,6.90,,Kozuoh Ohmori,,192,,,,,,9788868833138,"Seinen, Fantascienza, Gundam","La GUNDAM COLLECTION continua ad esplodere colpi con una nuova adrenalinica miniserie! Anno 2307 AD, i combustibili fossili sono quasi esauriti e le ultime riserve sono oggetto di saguinose contese. Ad opporsi a questa follia, solo... GUNDAM 00! Dal seguitissimo anime, un nuovo manga in tre volumi di Kozuoh Ohmori.",https://www.j-pop.it/3360-thickbox_default/gundam-00-001.jpg,
jpop,,https://www.j-pop.it/usagi-drop/3526-usagi-drop-10.html,Usagi Drop 10,Usagi Drop,Usagi Drop,Usagi Drop,,,usagidrop10,10,3526,1,5.90,5.90,,Yumi Unita,,192,,,,,,9788868830687,"Sentimentale, Seinen","Alla morte di suo nonno, Daikichi decide di prendersi cura della piccola Rin, la figlia segreta dell'anziano parente. Anche se single, nel corso degli anni Daikichi si dà da fare per crescere da solo la bambina. Dieci anni sono trascorsi da quando ha accolto Rin, che ora è una giovane liceale. Koki e Rin sono attratti l'uno dall'altro, così come Daikichi e la mamma di Koki. Ma nonostante i loro sentimenti non riescono a vivere il loro amore...",https://www.j-pop.it/3359-thickbox_default/usagi-drop-10.jpg,
jpop,,https://www.j-pop.it/tableau-gate/3525-tableau-gate-07.html,Tableau Gate 07,Tableau Gate,Tableau Gate,Tableau Gate,,7,tableaugate07,7,3525,1,6.90,6.90,,Rika Suzuki,,0,,,,,,9788868832827,"Shojo, Fantasy, Avventura","Quando Satsuki riceve dal nonno uno strano libro raffigurante dei tarocchi, la sua vita viene totalmente sconvolta: quali sono i simboli mancanti nel libro, e chi è la ragazza misteriosa che compare in casa del nostro protagonista, avvisandolo che se lui non recupererà tutti i simboli mancanti... succederà qualcosa di terribile?",https://www.j-pop.it/3358-thickbox_default/tableau-gate-07.jpg,
jpop,,https://www.j-pop.it/jormungand/3524-jormungand-07.html,Jormungand 07,Jormungand,Jormungand,Jormungand,,7,jormungand07,7,3524,1,5.90,5.90,,Keitarou Takahashi,,0,,,,,,9788868832858,"Seinen, Azione, Thriller",Un venditore di armi illegali e le sue complici. Ma cosa succede se alla squadra si aggiunge un ragazzo che le armi... non le sopporta? Il manga che ha ispirato un super anime di culto torna nelle fumetterie d'Italia!,https://www.j-pop.it/3357-thickbox_default/jormungand-07.jpg,
jpop,,https://www.j-pop.it/liar-game/3523-liar-game-015.html,Liar Game 015,Liar Game,Liar Game,Liar Game,,15,liargame015,15,3523,1,5.90,5.90,,Shinobu Kaitani,Shinobu Kaitani,202,,,,,,9788868830953,"Seinen, Thriller",Improvvisamente vi trovate con una grossa somma di denaro. Dopo 30 giorni dovrete restituire tutti quei soldi. Questo è tutto. Il vincitore che riuscirà a derubare il proprio avversario otterrà i milioni. Il perdente dovrà addossarsi un debito dello stesso valore. A chi credere? Di chi diffidare?,https://www.j-pop.it/3355-thickbox_default/liar-game-015.jpg,
jpop,,https://www.j-pop.it/innocent/3522-innocent-003.html,Innocent 003,Innocent,Innocent,Innocent,,3,innocent003,3,3522,1,6.00,6.00,,"Shin'Ichi Sakamoto""], [""DisegnatoreShin'Ichi Sakamoto""], ['Numero VolumiSerie Di 09","Shin'Ichi Sakamoto""], ['Numero VolumiSerie Di 09",192,,,,,,9788868832377,"Seinen, Storico","Nel XVIII secolo la Rivoluzione Francese divenne il punto di partenza della società moderna, e Charles-Henri Sanson fu uno dei protagonisti che visse tra le sue ombre, nel ruolo di boia di Parigi. Come riuscì costui ad affrontare il proprio ruolo senza perdere la propria innocenza? La nuova attesa opera dell'autore di “The Climber”!",https://www.j-pop.it/3354-thickbox_default/innocent-003.jpg,
jpop,,https://www.j-pop.it/binbogami/3521-binbogami-011.html,Binbogami 011,Binbogami,Binbogami,Binbogami,,11,binbogami011,11,3521,1,5.50,5.50,,Yoshiaki Sukeno,Yoshiaki Sukeno,0,,,,,,9788868832001,"Commedia, Shonen","Torna la dea della povertà più pazza di sempre! Momiji, comincia ad indagare sul mistero della nascita di Ichiko. Nel frattempo davanti a Ichiko appare Botan, una tsukumogami! Botan si affeziona a Ichiko: afferma che Ichiko è la reincarnazione della sua antica proprietaria e insiste per battersi in uno spettacolare combattimento contro Momiji, per decidere chi starà al fianco di Ichiko. Ma qual è il vero obiettivo di Botan?",https://www.j-pop.it/3353-thickbox_default/binbogami-011.jpg,
jpop,,https://www.j-pop.it/rosario-vampire/3518-rosario-vampire-season-ii-13.html,Rosario + Vampire Season II 13,Rosario + Vampire Season II,Rosario + Vampire Season II,Rosario + Vampire,,,rosario+vampireseasonii13,13,3518,1,4.40,4.40,,Akihisa Ikeda,,192,,,,,,9788868832728,"Fantasy, Azione, Shonen","Continuano le avventure di Moka, la bella vampira, e Tsukune, un umano entrato suo malgrado a far parte dell'istituto Yokai, scuola frequentata esclusivamente da mostri...",https://www.j-pop.it/3345-thickbox_default/rosario-vampire-season-ii-13.jpg,Season II
jpop,,https://www.j-pop.it/pokemon/3517-pokemon-nero-e-bianco-07.html,Pokémon nero e bianco 07,Pokémon nero e bianco,Pokémon nero e bianco,Pokémon nero e bianco,,7,pokémonneroebianco07,7,3517,1,2.90,2.90,,"Hidenori Kusaka, Satoshi Yamamoto",,96,,,,,,9788868832636,"Azione, Shonen, Videogiochi","Rivivi a fumetti le atmosfere del videogioco record d'incassi: le atmosfere magiche della regione di Unima, il Team Plasma, i Capipalestra e i Pokémon esclusivi ti aspettano!",https://www.j-pop.it/3344-thickbox_default/pokemon-nero-e-bianco-07.jpg,
jpop,,https://www.j-pop.it/il-segreto-di-aichan/3516-il-segreto-di-ai-chan-04.html,Il segreto di Ai-chan 04,Il segreto di Ai-chan,Il segreto di Ai-chan,Il segreto di Ai-chan,,4,ilsegretodiai-chan04,4,3516,1,4.40,4.40,,Kaori,,192,,,,,,9788868832735,"Sentimentale, Shojo","Aiko è un maschiaccio e vive una rivalità con Leo, un ragazzo che riesce a batterla in tutto. Ma se... Leo si innamorasse di una Aiko sotto mentite spoglie? Lo shojo più irriverente e moderno del momento!",https://www.j-pop.it/3343-thickbox_default/il-segreto-di-ai-chan-04.jpg,
jpop,,https://www.j-pop.it/accanto-a-te/3515-accanto-a-te-002.html,Accanto a te 002,Accanto a te,Accanto a te,Accanto a te,,2,accantoate002,2,3515,1,4.40,4.40,,Shizuki Fujisawa,,208,,,,,,9788868831578,Shojo,"Miu vive con il padre da quando la madre li ha lasciati alcuni anni fa. Dovendosi occupare della casa, non era presente a scuola all'arrivo di un nuovo studente. Incontrandolo, però, Miu si accorge che lui sembra conoscerla molto bene mentre lei non sa nulla di lui. Chi è questo ragazzo e perché pare conoscere così bene Miu?",https://www.j-pop.it/3348-thickbox_default/accanto-a-te-002.jpg,
jpop,,https://www.j-pop.it/violence-jack/3514-violence-jack-003.html,Violence Jack 003,Violence Jack,Violence Jack,Violence Jack,,3,violencejack003,3,3514,1,9.90,9.90,,Go Nagai,Go Nagai,500,,,,,,9788868832261,"Seinen, Horror, Go Nagai","L’opera che ha impegnato Go Nagai per 17 anni! Torna in Italia per essere conclusa nella sua totalità! 18 volumi possenti di 500 pagine che raccontano la terribile vicenda di Ryu e del gigante Jack, unica sicurezza in un mondo orrendo devastato dalle forze della natura. Opera truculenta e imponente, Violence Jack è il personaggio più longevo e più spietato, capace di incarnare il pessimismo cosmico che l’autore vuole esprimere. Tutti i volumi dal primo alle storie inedite, fino alla fine, nella noro versione integrale. Un mix di horror e gore firmati dal re dei robot, l’unico e il solo Go Nagai. La GO NAGAI COLLECTION diventa sempre più massiccia...",https://www.j-pop.it/3342-thickbox_default/violence-jack-003.jpg,
jpop,,https://www.j-pop.it/ubelblatt/3513-ubelblatt-014.html,Ubelblatt 014,Ubelblatt,Ubelblatt,Ubelblatt,,14,ubelblatt014,14,3513,1,5.90,5.90,,Etorouji Shiono,Etorouji Shiono,200,,,,,,9788868832599,"Fantasy, Seinen, Azione","Narra la leggenda che, per contrastare la terrificante armata delle tenebre, l'imperatore avesse affidato 14 lance sacre ad altrettanti possenti guerrieri. Di questi, in sette portarono a termine l'impresa: gli altri perirono in combattimento o... per mano dei loro stessi compagni! Ma se uno dei guerrieri traditi fosse tornato dall'aldilà? Un'irresistibile storia di vendetta in salsa fantasy!",https://www.j-pop.it/3347-thickbox_default/ubelblatt-014.jpg,
jpop,,https://www.j-pop.it/secret/3512-secret-001.html,Secret 001,Secret,Secret,Secret,,1,secret001,1,3512,1,5.90,5.90,,Yoshiki Tonogai,Yoshiki Tonogai,192,,,,,,9788868832520,Seinen,"Dopo il successo di Doubt e Judge, Yoshiki Tonogai torna con un nuovo thriller horror ad alta tensione: SECRET! In pochi giorni, alcuni studenti di una stessa classe muoiono in circostanze diverse. Ma per il loro professore non si tratta di una coincidenza: nella scuola ci sono tre assassini! Un giallo avvincente e dalle tinte forti.",https://www.j-pop.it/3340-thickbox_default/secret-001.jpg,
jpop,,https://www.j-pop.it/getter-robot-go/3511-getter-robot-go-001.html,Getter Robot Go 001,Getter Robot Go,Getter Robot Go,Getter Robot Go,,1,getterrobotgo001,1,3511,1,9.90,9.90,,Go Nagai,[['ScrittoreGo Nagai,336,,,,,,9788868832537,"Fantascienza, Go Nagai","Un nuovo imperdibile e corposo volume della Getter Saga, generato dalla combo stellare di Nagai e Ishikawa!",https://www.j-pop.it/3339-thickbox_default/getter-robot-go-001.jpg,
jpop,,https://www.j-pop.it/defense-devil/3510-defense-devil-edizione-da-edicola-008.html,Defense Devil (edizione da edicola) 008,Defense Devil (edizione da edicola),Defense Devil (edizione da edicola),Defense Devil ,,8,defensedevil(edizionedaedicola)008,8,3510,1,4.40,4.40,,Youn In-Wan,Yang Kyung-Il,192,,,,,,9788866349105,"Avventura, Shonen",Torna in edizione da edicola la celebre saga dell'avvocato infernale!,https://www.j-pop.it/3338-thickbox_default/defense-devil-edizione-da-edicola-008.jpg,edizione da edicola
jpop,,https://www.j-pop.it/mazinkaiser-skl-versus/3509-mazinkaiser-skl-versus-003.html,Mazinkaiser SKL Versus 003,Mazinkaiser SKL Versus,Mazinkaiser SKL Versus,Mazinkaiser SKL Versus,,3,mazinkaisersklversus003,3,3509,1,5.90,5.90,,Hoshi Kazumi,Hoshi Kazumi,192,,,,,,Not Available,Go Nagai,"Torna Mazinkaiser in chiave splatter! Inedito in Italia, il manga legato alla serie di OAV andati in onda in TV. Una miniserie imperdibile in tre volumi, una rivisitazione esplosiva imperdibile!",https://www.j-pop.it/3337-thickbox_default/mazinkaiser-skl-versus-003.jpg,
jpop,,https://www.j-pop.it/samurai-drive/3508-samurai-drive-03.html,Samurai Drive 03,Samurai Drive,Samurai Drive,Samurai Drive,,3,samuraidrive03,3,3508,1,5.90,5.90,,Fujiko Kosumi,,192,,,,,,9788868832667,"Avventura, Shonen, Fantascienza","Nel Giappone moderno gli unici autorizzati a portare le spade sono solo i discendenti diretti dei samurai. Ma nella zona dove vive Ibuki si sono diffuse delle voci su un misterioso maestro che attacca i guerrieri. A causa di ciò molti esperti combattenti sono in giro per la città a caccia di questo incredibile spadaccino. Ibuki ha un compagno di classe, Haruma Kokonoe, il più forte spadaccino nel loro club di kendo. Quale sarà la sua vera identità? Cosa nascerà tra i due? Una mini serie di azione, mistero e... bei ragazzi!",https://www.j-pop.it/3335-thickbox_default/samurai-drive-03.jpg,
jpop,,https://www.j-pop.it/rose-josephine/3506-rose-josephine-box-vol-1-4.html,Rose Josephine Box Vol. 1-4,Rose Josephine Box Vol. 1-4,Rose Josephine Box Vol. 1-4,Rose Josephine,,,rosejosephineboxvol.1-4,,3506,1,23.60,23.60,,Kaoru Ochiai,Yumiko Igarashi,0,,,,,,9788868832339,Seinen,"XVIII secolo. A Rose, giovanissima rampolla di una famiglia un tempo nobile, è stata fatta una profezia: diventerà ""più di una regina"". Ma il presagio non riguarda l'imminente matrimonio della ragazza col visconte di Beauharnais: il destino di Rose, per compiersi, attende un altro incontro, con un certo... Napoleone Bonaparte!",https://www.j-pop.it/3332-thickbox_default/rose-josephine-box-vol-1-4.jpg,Box Vol. 1-4
jpop,,https://www.j-pop.it/tokyo-ghoul/3505-tokyo-ghoul-004.html,Tokyo Ghoul 004,Tokyo Ghoul,Tokyo Ghoul,Tokyo Ghoul,,4,tokyoghoul004,4,3505,1,5.90,5.90,,Sui Ishida,Sui Ishida,0,,,,,,9788868832346,"Seinen, Thriller, Horror","Il nuovo grandissimo successo manga che sta spopolando sia in Giappone che in Europa! Il ghoul è mostro della tradizione fantastica che si nutre di cadaveri, assorbendo la forza delle sue vittime. Ora questi mostri stanno serpeggiando per le strade di Tokyo e un adolescente tormentato andrà loro incontro, senza sapere che in questo modo comprometterà definitivamente il proprio destino.",https://www.j-pop.it/3330-thickbox_default/tokyo-ghoul-004.jpg,
jpop,,https://www.j-pop.it/soul-keeper/3504-soul-keeper-002.html,Soul Keeper 002,Soul Keeper,Soul Keeper,Soul Keeper,,2,soulkeeper002,2,3504,1,5.90,5.90,,Tsutomu Takahashi,Tsutomu Takahashi,192,,,,,,9788868832445,"Seinen, Azione","Riyon è uno spirito pigro e con poca voglia di fare. Con la scusa dell'apprendistato, verrà inviata sulla terra per fare la guardia a un uomo su cui gravano grandi responsabilità nell'ultimo anno e mezzo della sua vita: il primo ministro giapponese Soichiro Kasuga. Ma dopo un inaspettato incontro ravvicinato con la morte, Kasuga ottiene alcuni strani poteri, tra i quali la capacità di vedere Riyon. Torna il genio di Takahashi con una serie avvincente, onirica e sovrannaturale!",https://www.j-pop.it/3328-thickbox_default/soul-keeper-002.jpg,
jpop,,https://www.j-pop.it/franken-fran/3503-franken-fran-002.html,Franken-Fran 002,Franken-Fran,Franken-Fran,Franken-Fran,,2,franken-fran002,2,3503,1,5.90,5.90,,Katsuhisa Kigitsu,Katsuhisa Kigitsu,192,,,,,,9788868832414,Seinen,"In una zona del Giappone remota e poco visitata si erge un palazzo in stile gotico. Lì, un tempo, viveva il più grande chirurgo del mondo, Naomitsu Madaraki, ma nessuno lo ha più visto da anni. Ora questa dimora ospita la figlia del professore, Fran, insieme alla “sorella minore” Veronica e a una serie di creature sinistre. Avendo ereditato lo stesso talento del padre, non c'è cosa che Fran non sia in grado di fare, sotto giusto compenso, compreso riportare alla vita i defunti...",https://www.j-pop.it/3326-thickbox_default/franken-fran-002.jpg,
jpop,,https://www.j-pop.it/la-malinconia-di-haruhi-suzumiya/3501-la-malinconia-di-haruhi-suzumiya-019.html,La Malinconia di Haruhi Suzumiya 019,La Malinconia di Haruhi Suzumiya,La Malinconia di Haruhi Suzumiya,La Malinconia di Haruhi Suzumiya,,19,lamalinconiadiharuhisuzumiya019,19,3501,1,5.90,5.90,,Nagaru Tanigawa,Noizi Ito,192,,,,,,9788868832629,"Avventura, Commedia, Shonen","Proseguono le spassose avventure di Haruhi e della Brigata SOS, sempre a caccia di fenomeni paranormali. Ma se il mistero più grande si celasse... tra le loro stesse file? Da una collana di light novel di successo, un manga travolgente!",https://www.j-pop.it/3324-thickbox_default/la-malinconia-di-haruhi-suzumiya-019.jpg,
jpop,,https://www.j-pop.it/gundam-collection/3500-mobile-suit-gundam-il-complotto-per-uccidere-gihren-004.html,Mobile Suit Gundam - Il complotto per uccidere Gihren 004,Mobile Suit Gundam - Il complotto per uccidere Gihren,Mobile Suit Gundam - Il complotto per uccidere Gihren,Mobile Suit Gundam - Il complotto per uccidere Gihren,,4,mobilesuitgundam-ilcomplottoperuccideregihren004,4,3500,1,6.90,6.90,,Ark Performance,,192,,,,,,9788868831967,"Seinen, Fantascienza, Gundam","Una grande collezione dedicata all'universo fantascientifico di Gundam, con intriganti storie inedite! Leopold Fieseler è un detective che ha il compito di indagare sugli attacchi terroristici contro i funzionari del governo di Zeon. Ma è destinato a finire in grossi guai, quando i sostenitori del gruppo Valkyrie lo arresteranno per poter mettere la mani su informazioni riservate!",https://www.j-pop.it/3322-thickbox_default/mobile-suit-gundam-il-complotto-per-uccidere-gihren-004.jpg,
jpop,,https://www.j-pop.it/usagi-drop/3499-usagi-drop-09.html,Usagi Drop 09,Usagi Drop,Usagi Drop,Usagi Drop,,9,usagidrop09,9,3499,1,5.90,5.90,,Yumi Unita,,192,,,,,,9788868830311,"Sentimentale, Seinen","Alla morte di suo nonno, Daikichi decide di prendersi cura della piccola Rin, la figlia segreta dell'anziano parente. Anche se single, nel corso degli anni Daikichi si dà da fare per crescere da solo la bambina. Dieci anni sono trascorsi da quando ha accolto Rin, che ora è una giovane liceale. Koki e Rin sono attratti l'uno dall'altro, così come Daikichi e la mamma di Koki. Ma nonostante i loro sentimenti non riescono a vivere il loro amore...",https://www.j-pop.it/3320-thickbox_default/usagi-drop-09.jpg,
